File number,Character,Type,Line,Character ID,Type,shr,Value ,Base Value,,,
03145,Fuyuhiko,Trial 3,...they tried to keep us from getting in!,7,3,0,24,24,,,
03146,Fuyuhiko,Trial 3,The lock was on the floor in front of the door.,7,3,0,25,25,,,
03147,Fuyuhiko,Trial 3,You can use that as a bolt to lock the door.,7,3,0,26,26,,,
03148,Fuyuhiko,Trial 3,"By doing that, the killer who was hiding inside...",7,3,0,27,27,,,
03149,Fuyuhiko,Trial 3,...waited til we gather together...,7,3,0,28,28,,,
03150,Fuyuhiko,Trial 3,...and suddenly appeared!,7,3,0,29,29,,,
03151,Fuyuhiko,Trial 3,From the outside? How?,7,3,0,30,30,,,
03152,Fuyuhiko,Trial 3,"Semi-transparent glob? Like rubber, maybe?",7,3,0,31,31,,,
03153,Fuyuhiko,Trial 3,Glue?,7,3,0,32,32,,,
03154,Fuyuhiko,Trial 3,Wh-what'd you say?,7,3,0,33,33,,,
03155,Fuyuhiko,Trial 3,Are you saying the drumstick was a trap the killer set on purpose?,7,3,0,34,34,,,
03156,Fuyuhiko,Trial 3,Then I... I totally fell for that fucking trap!,7,3,0,35,35,,,
03157,Fuyuhiko,Trial 3,"But when Hajime got to the venue only Ibuki's body was there, right?",7,3,0,36,36,,,
03158,Fuyuhiko,Trial 3,Then... when was Hiyoko actually killed?,7,3,0,37,37,,,
03159,Fuyuhiko,Trial 3,Ibuki's death by hanging matches the scarecrow's death from the movie.,7,3,0,38,38,,,
03160,Fuyuhiko,Trial 3,Not just that but Hiyoko getting taped up after her death matches the lion's death!,7,3,0,39,39,,,
03161,Fuyuhiko,Trial 3,Then... Hiyoko was actually killed before Ibuki?,7,3,0,40,40,,,
03162,Fuyuhiko,Trial 3,Did you see her walking?,7,3,0,41,41,,,
03163,Fuyuhiko,Trial 3,"Hiyoko's only wound was a fatal slice on her neck. And she died almost instantly, right?",7,3,0,42,42,,,
03164,Fuyuhiko,Trial 3,"The reason they wiped off the blood on the floor was so we'd mix up the order of the murders, right?",7,3,0,43,43,,,
03165,Fuyuhiko,Trial 3,Even if they're able to hide Hiyoko's body it'd be bad if her blood was left out in the open!,7,3,0,44,44,,,
03166,Fuyuhiko,Trial 3,"Sh-she hanged herself, remember? There's no fucking way she could've faked that!",7,3,0,45,45,,,
03167,Fuyuhiko,Trial 3,So everyone who stayed at the hotel doesn't have an alibi.,7,3,0,46,46,,,
03168,Fuyuhiko,Trial 3,"I was where I was supposed to be, my own cottage.",7,3,0,47,47,,,
03169,Fuyuhiko,Trial 3,"If that's the case, the killer must be someone else.",7,3,0,48,48,,,
03170,Fuyuhiko,Trial 3,But if we never realized it was a half-assed imitation their entire plan would've been completely useless!,7,3,0,49,49,,,
03171,Fuyuhiko,Trial 3,Maybe the killer summoned her!,7,3,0,50,50,,,
03172,Fuyuhiko,Trial 3,If no one called for her then why did she go?,7,3,0,51,51,,,
03173,Fuyuhiko,Trial 3,"Even if the killer couldn't predict it, why did Hiyoko get killed in the music venue?",7,3,0,52,52,,,
03174,Fuyuhiko,Trial 3,She was killed so there wouldn't be any loose ends?,7,3,0,53,53,,,
03175,Fuyuhiko,Trial 3,...killed Hiyoko!,7,3,0,54,54,,,
03176,Fuyuhiko,Trial 3,"Y'know, we already finished talking about that a while ago?",7,3,0,55,55,,,
03177,Fuyuhiko,Trial 3,"Wait, a-are you saying there were two step ladders?",7,3,0,56,56,,,
03178,Fuyuhiko,Trial 3,Then... only the monitor was left in the music venue?,7,3,0,57,57,,,
03179,Fuyuhiko,Trial 3,Which means... Are you saying the candle in the music venue wasn't actually used?,7,3,0,58,58,,,
03180,Fuyuhiko,Trial 3,No. T-that's not possible.,7,3,0,59,59,,,
03181,Fuyuhiko,Trial 3,Right after Hajime saw that video he discovered Ibuki's body at the music venue!,7,3,0,60,60,,,
03182,Fuyuhiko,Trial 3,If they took Ibuki from the music venue to the hospital to kill her there's no way it happened during the day!,7,3,0,61,61,,,
03183,Fuyuhiko,Trial 3,So it's impossible that someone who wasn't already at the hospital went to the conference room to film.,7,3,0,62,62,,,
03184,Fuyuhiko,Trial 3,"You better not have kept quiet on purpose! This isn't a game, you know?",7,3,0,63,63,,,
03185,Fuyuhiko,Trial 3,Wh-what's wrong with that?,7,3,0,64,64,,,
03186,Fuyuhiko,Trial 3,"The body at the crime scene was hanged, y'know?",7,3,0,65,65,,,
03187,Fuyuhiko,Trial 3,Obviously we'd assume it was a hanging!,7,3,0,66,66,,,
03188,Fuyuhiko,Trial 3,I'm not taking her side or anything but being clumsy and unskilled in this area could lead to a mistake.,7,3,0,67,67,,,
03189,Fuyuhiko,Trial 3,That's a little... Aren't you like the thief who suspects everyone else of being thieves?,7,3,0,68,68,,,
03190,Fuyuhiko,Trial 3,"Eh-eh... H-hey, Mikan!",7,3,0,69,69,,,
03191,Fuyuhiko,Trial 3,I-uh... Is this broad really okay? She's emotionally unstable!,7,3,0,70,70,,,
03192,Fuyuhiko,Trial 3,Ibuki and Mikan clearly have different body types!,7,3,0,71,71,,,
03193,Fuyuhiko,Trial 3,How do you know so much about that video?,7,3,0,72,72,,,
03194,Fuyuhiko,Trial 3,"Hey, why don't we try going over the incident?",7,3,0,73,73,,,
03195,Fuyuhiko,Trial 4,We weren't able to leave Strawberry House so I wanna make sure we get a detailed understanding.,7,4,0,1,1,,,
03196,Fuyuhiko,Trial 4,"We heard the Body Discovery Announcement too, from Strawberry House obviously.",7,4,0,2,2,,,
03197,Fuyuhiko,Trial 4,"As I recall, we found out the elevator was out of order which left us stuck.",7,4,0,3,3,,,
03198,Fuyuhiko,Trial 4,I guess we should figure out the weapon first.,7,4,0,4,4,,,
03199,Fuyuhiko,Trial 4,"But the hammer was clean, so that's why you can't accept that it's the murder weapon!",7,4,0,5,5,,,
03200,Fuyuhiko,Trial 4,Then why bother cleaning the oil? If they didn't want it to look suspicious they would've discarded the hammer,7,4,0,6,6,,,
03201,Fuyuhiko,Trial 4,B-baby Gangster? Me?,7,4,0,7,7,,,
03202,Fuyuhiko,Trial 4,That's the problem! There wasn't anything else at the crime scene that looked like a potential weapon.,7,4,0,8,8,,,
03203,Fuyuhiko,Trial 4,Huh? Who are you talking about?,7,4,0,9,9,,,
03204,Fuyuhiko,Trial 4,"So... He lifted the pillar, and then what? Did he use it to beat himself?",7,4,0,10,10,,,
03205,Fuyuhiko,Trial 4,But that's a problem. If it's not the pillar then there's no other weapon we can think of!,7,4,0,11,11,,,
03206,Fuyuhiko,Trial 4,Considering the pillar's weight...,7,4,0,12,12,,,
03207,Fuyuhiko,Trial 4,...it probably exerted a ton of force.,7,4,0,13,13,,,
03208,Fuyuhiko,Trial 4,Why are you so certain about that?,7,4,0,14,14,,,
03209,Fuyuhiko,Trial 4,"Hey, Nagito. What the hell happened to you?",7,4,0,15,15,,,
03210,Fuyuhiko,Trial 4,How come you're not talking like a lunatic anymore?,7,4,0,16,16,,,
03211,Fuyuhiko,Trial 4,Huh? What do you mean?,7,4,0,17,17,,,
03212,Fuyuhiko,Trial 4,"Cut the bullshit and say it clearly. What is the ""Ultimate Weapon""?",7,4,0,18,18,,,
03213,Fuyuhiko,Trial 4,Except for Hajime?,7,4,0,19,19,,,
03214,Fuyuhiko,Trial 4,So that's the secret of the Funhouse.,7,4,0,20,20,,,
03215,Fuyuhiko,Trial 4,Does that mean he's wrong?,7,4,0,21,21,,,
03216,Fuyuhiko,Trial 4,Then it's impossible to think it was moved.,7,4,0,22,22,,,
03217,Fuyuhiko,Trial 4,"Tch, no idea huh?",7,4,0,23,23,,,
03218,Fuyuhiko,Trial 4,"Then, the two houses aren't two different three-story buildings...",7,4,0,24,24,,,
03219,Fuyuhiko,Trial 4,...they're actually one six-story building?,7,4,0,25,25,,,
03220,Fuyuhiko,Trial 4,Then what about the towers? Are they arranged vertically just like the houses?,7,4,0,26,26,,,
03221,Fuyuhiko,Trial 4,"Then hurry up, dumbass!",7,4,0,27,27,,,
03222,Fuyuhiko,Trial 4,So which one was the fake body?,7,4,0,28,28,,,
03223,Fuyuhiko,Trial 4,The reason Nekomaru's body was in both towers even though it was supposed to be on different floors...,7,4,0,29,29,,,
03224,Fuyuhiko,Trial 4,So that's why we could only enter it from one side or ther other!,7,4,0,30,30,,,
03225,Fuyuhiko,Trial 4,Not just that but... If I remember correctly even the door knob was broken off.,7,4,0,31,31,,,
03226,Fuyuhiko,Trial 4,They destroyed the button and wrapped a chain around the door just for that?,7,4,0,32,32,,,
03227,Fuyuhiko,Trial 4,An elevator that rotates while it moves... Is that even possible? It's like something from an amusement park!,7,4,0,33,33,,,
03228,Fuyuhiko,Trial 4,What is the... Octagon? I haven't heard about that yet.,7,4,0,34,34,,,
03229,Fuyuhiko,Trial 4,Why is that place the Octagon?,7,4,0,35,35,,,
03230,Fuyuhiko,Trial 4,What happened to the bastard who kept saying how much they didn't mind dying?,7,4,0,36,36,,,
03231,Fuyuhiko,Trial 4,Did you forget how the elevator functions? When it's on the first floor the door on the fourth flor won't open!,7,4,0,37,37,,,
03232,Fuyuhiko,Trial 4,It'd be impossible to shove off the victim from up there!,7,4,0,38,38,,,
03233,Fuyuhiko,Trial 4,I see... So that's how...,7,4,0,39,39,,,
03234,Fuyuhiko,Trial 4,The door knob on the floor seems suspicious.,7,4,0,40,40,,,
03235,Fuyuhiko,Trial 4,Is that the same wire that was tied around Nekomaru?,7,4,0,41,41,,,
03236,Fuyuhiko,Trial 4,"Well, that's probably it.",7,4,0,42,42,,,
03237,Fuyuhiko,Trial 4,If they knew it'd leave behind evidence like that they'd would've at least tried to do something to cover it up.,7,4,0,43,43,,,
03238,Fuyuhiko,Trial 4,This guy... He gets off on this!,7,4,0,44,44,,,
03239,Fuyuhiko,Trial 4,Then what about the alarm?,7,4,0,45,45,,,
03240,Fuyuhiko,Trial 4,I'm positive the alarm was set for 7:30 AM. And if we map it out from there...,7,4,0,46,46,,,
03241,Fuyuhiko,Trial 4,"Tss, stop calling me Baby Gangster!",7,4,0,47,47,,,
03242,Fuyuhiko,Trial 4,Y-you didn't check it yourself? Nekomaru's alarm was set for 7:30 AM!,7,4,0,48,48,,,
03243,Fuyuhiko,Trial 4,But the alarm inside Nekomaru's chest...,7,4,0,49,49,,,
03244,Fuyuhiko,Trial 4,...was set for 7:30 AM!,7,4,0,50,50,,,
03245,Fuyuhiko,Trial 4,"No, I checked all the clocks inside the Funhouse.",7,4,0,51,51,,,
03246,Fuyuhiko,Trial 4,And because of that I can confidently declare that all the clocks had the same time displayed.,7,4,0,52,52,,,
03247,Fuyuhiko,Trial 4,"Yeah, none of the clocks had the wrong time.",7,4,0,53,53,,,
03248,Fuyuhiko,Trial 4,Wh-wha-? All the clocks?,7,4,0,54,54,,,
03249,Fuyuhiko,Trial 4,"Kh, so that's what it was. There's no way I would've noticed that.",7,4,0,55,55,,,
03250,Fuyuhiko,Trial 4,The time of death...,7,4,0,56,56,,,
03251,Fuyuhiko,Trial 4,...was clearly 7:30 AM!,7,4,0,57,57,,,
03252,Fuyuhiko,Trial 4,"We were starving pretty badly, there's no way we would've noticed.",7,4,0,58,58,,,
03253,Fuyuhiko,Trial 4,Then... When I witnessed Nekomaru early in the morning...,7,4,0,59,59,,,
03254,Fuyuhiko,Trial 4,Huh? What the hell do you mean?,7,4,0,60,60,,,
03255,Fuyuhiko,Trial 4,Are you talking about that alarm?,7,4,0,61,61,,,
03256,Fuyuhiko,Trial 4,"A little while after I witnessed Nekomaru, the clock in the Strawberry House lounge started going off!",7,4,0,62,62,,,
03257,Fuyuhiko,Trial 4,"Plus, it was just before that... rumbling sound occurred. That's it! So that's what it is!",7,4,0,63,63,,,
03258,Fuyuhiko,Trial 4,If Nekomaru died when the rumble happened then whoever doesn't have an alibi at the time is the prime suspect!,7,4,0,64,64,,,
03259,Fuyuhiko,Trial 4,You didn't come out even though the alarm was going off like crazy!,7,4,0,65,65,,,
03260,Fuyuhiko,Trial 4,"You weren't in your room, were you?",7,4,0,66,66,,,
03261,Fuyuhiko,Trial 4,D-d-decisive factor?,7,4,0,67,67,,,
03262,Fuyuhiko,Trial 4,M-me?,7,4,0,68,68,,,
03263,Fuyuhiko,Trial 4,Because... I was in the lounge.,7,4,0,69,69,,,
03264,Fuyuhiko,Trial 4,You bastard! Do you understand the situation you're in right now?,7,4,0,70,70,,,
03265,Fuyuhiko,Trial 4,I see... The contact elevator was broken.,7,4,0,71,71,,,
03266,Fuyuhiko,Trial 4,It would've been different if they had an accomplice.,7,4,0,72,72,,,
03267,Fuyuhiko,Trial 4,"H-h-hold on. If Nekomaru didn't go to Strawberry Tower, what would the killer have done then?",7,4,0,73,73,,,
03268,Fuyuhiko,Trial 4,Are you seriously saying he used his hamsters to press the button on Nekomaru's neck?,7,4,0,74,74,,,
03269,Fuyuhiko,Trial 5,If he was killed for trying to reveal the traitor...,7,5,0,1,1,,,
03270,Fuyuhiko,Trial 5,...that traitor is obviously the killer! They were trying to shut Nagito up!,7,5,0,2,2,,,
03271,Fuyuhiko,Trial 5,H-huh? Are you trying to protect the traitor? They didn't call out when we were in danger!,7,5,0,3,3,,,
03272,Fuyuhiko,Trial 5,Wait... Don't tell me you're the traitor!,7,5,0,4,4,,,
03273,Fuyuhiko,Trial 5,I-I found it by coincidence!,7,5,0,5,5,,,
03274,Fuyuhiko,Trial 5,There's no way I'd torture someone!,7,5,0,6,6,,,
03275,Fuyuhiko,Trial 5,Perhaps the duct tape was used so he wouldn't be able to scream.,7,5,0,7,7,,,
03276,Fuyuhiko,Trial 5,"Then it's like I said at the beginning. The tape wasn't for torture, it was to keep his mouth shut.",7,5,0,8,8,,,
03277,Fuyuhiko,Trial 5,They probably had a deep grudge against Nagito.,7,5,0,9,9,,,
03278,Fuyuhiko,Trial 5,"No, they didn't just go crazy. Whoever did this must be one crafty bastard.",7,5,0,10,10,,,
03279,Fuyuhiko,Trial 5,"If not, they wouldn't have taken the time to set fire to the crime scene and destroy all the evidence.",7,5,0,11,11,,,
03280,Fuyuhiko,Trial 5,"Even if it was only a coincidence, the timing was just too perfect.",7,5,0,12,12,,,
03281,Fuyuhiko,Trial 5,Did they use the oil as an improvised fuse?,7,5,0,13,13,,,
03282,Fuyuhiko,Trial 5,Does that mean anything?,7,5,0,14,14,,,
03283,Fuyuhiko,Trial 5,But wouldn't it be obvious that those big panels are falling over?,7,5,0,15,15,,,
03284,Fuyuhiko,Trial 5,Is that a problem?,7,5,0,16,16,,,
03285,Fuyuhiko,Trial 5,"Huh, now that you mention it...",7,5,0,17,17,,,
03286,Fuyuhiko,Trial 5,"Who? We were all outside the warehouse, you know?",7,5,0,18,18,,,
03287,Fuyuhiko,Trial 5,"Are you saying this was a suicide? Pfft, don't be stupid!",7,5,0,19,19,,,
03288,Fuyuhiko,Trial 5,"His body was covered in torture wounds, or did you already forget?",7,5,0,20,20,,,
03289,Fuyuhiko,Trial 5,A-are you saying those were all... self-inflicted?,7,5,0,21,21,,,
03290,Fuyuhiko,Trial 5,"Gh-! That's not the issue! He was tied up, remember?",7,5,0,22,22,,,
03291,Fuyuhiko,Trial 5,"Even for a creep like Nagito, it'd be impossible to tie up his own arms and legs.",7,5,0,23,23,,,
03292,Fuyuhiko,Trial 5,Y-yeah. As long as you understand...,7,5,0,24,24,,,
03293,Fuyuhiko,Trial 5,N-need to discuss?,7,5,0,25,25,,,
03294,Fuyuhiko,Trial 5,That's not necessary at all! No matter how much you think about it it's clearly impossible!,7,5,0,26,26,,,
03295,Fuyuhiko,Trial 5,To actually tied up your own arms and legs...,7,5,0,27,27,,,
03296,Fuyuhiko,Trial 5,...that's obviously impossible!,7,5,0,28,28,,,
03297,Fuyuhiko,Trial 5,It'd be impossible if you were by yourself!,7,5,0,29,29,,,
03298,Fuyuhiko,Trial 5,Wh-wha-? I mean it's no mistake that his arms and legs were-!,7,5,0,30,30,,,
03299,Fuyuhiko,Trial 5,That was just... burned by the fire. He should've been tied up before that.,7,5,0,31,31,,,
03300,Fuyuhiko,Trial 5,That's definitely wrong.,7,5,0,32,32,,,
03301,Fuyuhiko,Trial 5,"That's not what I meant, I'm talking about Nagito.",7,5,0,33,33,,,
03302,Fuyuhiko,Trial 5,"I mean, even if his right hand wasn't tied up... The knife was still stabbed into it, you know?",7,5,0,34,34,,,
03303,Fuyuhiko,Trial 5,Then hurry up and spill it!,7,5,0,35,35,,,
03304,Fuyuhiko,Trial 5,Even if Nagito's right hand was free...,7,5,0,36,36,,,
03305,Fuyuhiko,Trial 5,...how could he stab his right hand with his right hand?,7,5,0,37,37,,,
03306,Fuyuhiko,Trial 5,"If you're tied up, your arms won't bend that easily.",7,5,0,38,38,,,
03307,Fuyuhiko,Trial 5,We don't know if his left hand could even reach his right hand!,7,5,0,39,39,,,
03308,Fuyuhiko,Trial 5,I get what you're saying about the wounds on his right hand but there's still one huge problem...,7,5,0,40,40,,,
03309,Fuyuhiko,Trial 5,"The spear! Basically you're saying Nagito committed suicide by impaling himself with the spear, right?",7,5,0,41,41,,,
03310,Fuyuhiko,Trial 5,"If you think about the order, geting killed by the spear should've been the last thing that happened to Nagito.",7,5,0,42,42,,,
03311,Fuyuhiko,Trial 5,"If that's true, how is that possible?",7,5,0,43,43,,,
03312,Fuyuhiko,Trial 5,He can't grab the spear with his right hand if a knife is stabbed into it and his left hand was all tied up.,7,5,0,44,44,,,
03313,Fuyuhiko,Trial 5,"Hey bastard, better cut it out!",7,5,0,45,45,,,
03314,Fuyuhiko,Trial 5,I also wanna believe that there's no killer but suicide is unimaginable.,7,5,0,46,46,,,
03315,Fuyuhiko,Trial 5,But his left hand was also tied up!,7,5,0,47,47,,,
03316,Fuyuhiko,Trial 5,But even if he held the spear with his tied up left hand it'd be impossible for him to stab himself!,7,5,0,48,48,,,
03317,Fuyuhiko,Trial 5,But why ias it so important to know which part of the spear he was gripping?,7,5,0,49,49,,,
03318,Fuyuhiko,Trial 5,...,7,5,0,50,50,,,
03319,Fuyuhiko,Trial 5,Then... This is for real?,7,5,0,51,51,,,
03320,Fuyuhiko,Trial 5,He... really committed suicide?,7,5,0,52,52,,,
03321,Fuyuhiko,Trial 5,Every single wound on his body... That was all him?,7,5,0,53,53,,,
03322,Fuyuhiko,Trial 5,A-and that's why he stabbed himself over and over again?,7,5,0,54,54,,,
03323,Fuyuhiko,Trial 5,I bet the bomb scare was part of the strategy behind his trick!,7,5,0,55,55,,,
03324,Fuyuhiko,Trial 5,He made us split up and search for a bomb so none of us would have an alibi!,7,5,0,56,56,,,
03325,Fuyuhiko,Trial 5,He created a scenario where any of us could've killed him!,7,5,0,57,57,,,
03326,Fuyuhiko,Trial 5,He's a fucking bastard who killed himself for his delusions of grandeur! It's not that unthinkable!,7,5,0,58,58,,,
03327,Fuyuhiko,Trial 5,Yeah. It appears we've come to a conclusion.,7,5,0,59,59,,,
03328,Fuyuhiko,Trial 5,That bastard Nagito committed suicide. It was all done by him so we'd be executed.,7,5,0,60,60,,,
03329,Fuyuhiko,Trial 5,Wh-what? You're not satisfied yet?,7,5,0,61,61,,,
03330,Fuyuhiko,Trial 5,"What do you think, Akane?",7,5,0,62,62,,,
03331,Fuyuhiko,Trial 5,"H-hold on, why?",7,5,0,63,63,,,
03332,Fuyuhiko,Trial 5,"But the issue here is who killed Nagito, right? Even if we identify the traitor, the conclusion won't change.",7,5,0,64,64,,,
03333,Fuyuhiko,Trial 5,"*Sigh* Hold on a sec, then are you saying there's more to Nagito's death?",7,5,0,65,65,,,
03334,Fuyuhiko,Trial 5,"Are you suggesting, again, that his death wasn't a suicide?",7,5,0,66,66,,,
03335,Fuyuhiko,Trial 5,"Just to be safe, huh?",7,5,0,67,67,,,
03336,Fuyuhiko,Trial 5,*Sigh* Guess I have no choice. If that's the case I'll do my best to go along with it.,7,5,0,68,68,,,
03337,Fuyuhiko,Trial 5,"Other possibilities, huh...",7,5,0,69,69,,,
03338,Fuyuhiko,Trial 5,Are we finished already?,7,5,0,70,70,,,
03339,Fuyuhiko,Trial 5,With all those wounds...,7,5,0,71,71,,,
03340,Fuyuhiko,Trial 5,...maybe he simply bled to death?,7,5,0,72,72,,,
03341,Fuyuhiko,Trial 5,"However, it's common for blood blotches to appear on a body that's been poisoned.",7,5,0,73,73,,,
03342,Fuyuhiko,Trial 5,What does that mean?,7,5,0,74,74,,,
03343,Fuyuhiko,Trial 5,D-did he wound his body just to camouflage them?,7,5,0,75,75,,,
03344,Fuyuhiko,Trial 5,Then it's impossible! Both his hands were full just before he died.,7,5,0,76,76,,,
03345,Fuyuhiko,Trial 5,"His mouth was covered with duct tape, you know? If he wanted to drink poison how'd he get it past his lips?",7,5,0,77,77,,,
03346,Fuyuhiko,Trial 5,Hell no! No matter how you slice it he was totally killed by that spear!,7,5,0,78,78,,,
03347,Fuyuhiko,Trial 5,"Well, with this we have a clearer picture. We've also determind the true cause of death.",7,5,0,79,79,,,
03348,Fuyuhiko,Trial 5,"Alright, all the mysteries should be solved now. We should get on with the voting time, right?",7,5,0,80,80,,,
03349,Fuyuhiko,Trial 5,"H-hey, what happened? There's no reason to wonder about that stuff anymore, y'know?",7,5,0,81,81,,,
03350,Fuyuhiko,Trial 5,The container probably melted in the fire.,7,5,0,82,82,,,
03351,Fuyuhiko,Trial 5,Y-you're right. Someone might've accidentally took it away from the crime scene.,7,5,0,83,83,,,
03352,Fuyuhiko,Trial 5,"I-I get what you're saying but... In the end, the reason he died is still the same as before, right?",7,5,0,84,84,,,
03353,Fuyuhiko,Trial 5,"Even if we solve this mystery, the conclusion won't change at all!",7,5,0,85,85,,,
03354,Fuyuhiko,Trial 5,Huh? That's just a piece of trash.,7,5,0,86,86,,,
03355,Fuyuhiko,Trial 5,Did he... use those when put the poision inside the fire grenade?,7,5,0,87,87,,,
03356,Fuyuhiko,Trial 5,"See, I told you. The conclusion is still the same. Nagito committed suicide, end of story.",7,5,0,88,88,,,
03357,Fuyuhiko,Trial 5,What did you say?,7,5,0,89,89,,,
03358,Fuyuhiko,Trial 5,One of us threw the poison grenade that killed Nagito?,7,5,0,90,90,,,
03359,Fuyuhiko,Trial 5,He set the fire just so we'd put it out? Why'd he do that?,7,5,0,91,91,,,
03360,Fuyuhiko,Trial 5,A trap?,7,5,0,92,92,,,
03361,Fuyuhiko,Trial 5,C-could it be-? Was that Nagito's trap?,7,5,0,93,93,,,
03362,Fuyuhiko,Trial 5,"H-h-h-hol-hold on! If that's true, you can't say the poison was the cause of death!",7,5,0,94,94,,,
03363,Fuyuhiko,Trial 5,It might be the poison's fault he let go of the spear but the actual cause of death could be either one.,7,5,0,95,95,,,
03364,Fuyuhiko,Trial 5,Are you fucking serious?,7,5,0,96,96,,,
03365,Fuyuhiko,Trial 5,That's not the fucking issue here!,7,5,0,97,97,,,
03366,Fuyuhiko,Trial 5,"""Guess"", he says. How the hell are we supposed to do that?",7,5,0,98,98,,,
03367,Fuyuhiko,Trial 5,"Just as I thought, it's impossible isn't it?",7,5,0,99,99,,,
03368,Fuyuhiko,Trial 5,And what's wrong with that?,7,5,0,100,100,,,
03369,Fuyuhiko,Trial 5,"That's not so strange, really. Most of us here have been relying on the same thing.",7,5,0,101,101,,,
03370,Fuyuhiko,Trial 5,Wh-what did he do?,7,5,0,102,102,,,
03371,Fuyuhiko,Trial 5,Then he... He relied on his luck to weed out the traitor?,7,5,0,103,103,,,
03372,Fuyuhiko,Trial 5,Then..  what he said in his video message...,7,5,0,104,104,,,
03373,Fuyuhiko,Trial 5,It means he wants us to beat the traitor!,7,5,0,105,105,,,
03374,Fuyuhiko,Trial 5,"Hey, Chiaki... Are you being serious right now?",7,5,0,106,106,,,
03375,Fuyuhiko,Trial 5,Shut the fuck up! We're talking to Chiaki!,7,5,0,107,107,,,
03376,Fuyuhiko,Trial 5,"Hey, if you're really the traitor... Why'd you wait til now to reveal yourself?",7,5,0,108,108,,,
03377,Fuyuhiko,Trial 5,Looks like... we gotta do what we can.,7,5,0,109,109,,,
03378,Fuyuhiko,Trial 5,It's not like I believe she's the traitor. There's just no way we can ignore this without confirming it.,7,5,0,110,110,,,
03379,Fuyuhiko,Trial 5,Is the traitor's identity written in here?,7,5,0,111,111,,,
03380,Fuyuhiko,Trial 5,"If so, is this... like a report that the traitor was sending to Monomi?",7,5,0,112,112,,,
03381,Fuyuhiko,Trial 5,"Now that you mention it, Chiaki immediately went to the card reader with her handbook.",7,5,0,113,113,,,
03382,Fuyuhiko,Trial 5,When we were trying to turn off the bomb...,7,5,0,114,114,,,
03383,Fuyuhiko,Trial 5,...didn't Chiaki use the card reader right away?,7,5,0,115,115,,,
03384,Fuyuhiko,Trial 5,"It's just... Even if Chiaki is the traitor, is it really okay to vote for her?",7,5,0,116,116,,,
03385,Fuyuhiko,Trial 5,"That basically just means we have to believe in Nagito's luck, right?",7,5,0,117,117,,,
03386,Fuyuhiko,Trial 6,God dammit!,7,6,0,1,1,,,
03387,Fuyuhiko,Trial 6,"Don't fucking mess with me, you bastard! Did you have us all come here just to tell us bullshit?",7,6,0,2,2,,,
03388,Fuyuhiko,Trial 6,Then... we were forced to kill each other?,7,6,0,3,3,,,
03389,Fuyuhiko,Trial 6,Don't fuck with me! That's not even possible!,7,6,0,4,4,,,
03390,Fuyuhiko,Trial 6,You better not say we're fictional characters!,7,6,0,5,5,,,
03391,Fuyuhiko,Trial 6,Wh-what did you remove?,7,6,0,6,6,,,
03392,Fuyuhiko,Trial 6,I-I can't believe that. You're just making shit up!,7,6,0,7,7,,,
03393,Fuyuhiko,Trial 6,"Yeah, now that you mention it. Seems weird...",7,6,0,8,8,,,
03394,Fuyuhiko,Trial 6,"No, now that I think about it it's definitely strange.",7,6,0,9,9,,,
03395,Fuyuhiko,Trial 6,Our school memories... About how many days worth were taken away?,7,6,0,10,10,,,
03396,Fuyuhiko,Trial 6,Peko and I have seen each other almost every single day of our lives.,7,6,0,11,11,,,
03397,Fuyuhiko,Trial 6,If we lost two years worth of memories we would've noticed that we were older than we remembered.,7,6,0,12,12,,,
03398,Fuyuhiko,Trial 6,If a lie is a believable lie you're saying it might become the truth?,7,6,0,13,13,,,
03399,Fuyuhiko,Trial 6,We're really just connected to machines and stuff. And our consciousness was uploaded into here.,7,6,0,14,14,,,
03400,Fuyuhiko,Trial 6,So we genuinely believed that this game world was real.,7,6,0,15,15,,,
03401,Fuyuhiko,Trial 6,Who cares if it's a lie?,7,6,0,16,16,,,
03402,Fuyuhiko,Trial 6,"I mean, if this is really a game world everything that happened here took place inside the game, right?",7,6,0,17,17,,,
03403,Fuyuhiko,Trial 6,That's right! The killings we were forced to commit were part of some silly game.,7,6,0,18,18,,,
03404,Fuyuhiko,Trial 6,Everyone who was killed should still be alive in the real world!,7,6,0,19,19,,,
03405,Fuyuhiko,Trial 6,"Yeah, that's it! Isn't that right, Monokuma?",7,6,0,20,20,,,
03406,Fuyuhiko,Trial 6,Wh-what's so funny?,7,6,0,21,21,,,
03407,Fuyuhiko,Trial 6,D-don't tell me... You mean-?,7,6,0,22,22,,,
03408,Fuyuhiko,Trial 6,What?,7,6,0,23,23,,,
03409,Fuyuhiko,Trial 6,What the fuck?,7,6,0,24,24,,,
03410,Fuyuhiko,Trial 6,What the fuck!?,7,6,0,25,25,,,
03411,Fuyuhiko,Trial 6,The ones who trapped us in here...,7,6,0,26,26,,,
03412,Fuyuhiko,Trial 6,"...it's all the Future Foundation's doing, right?",7,6,0,27,27,,,
03413,Fuyuhiko,Trial 6,Yeah. Didn't get weird until Usami was remodelled as Monomi.,7,6,0,28,28,,,
03414,Fuyuhiko,Trial 6,You're saying Chiaki was an NPC?,7,6,0,29,29,,,
03415,Fuyuhiko,Trial 6,"That just means it was all a bluff, right? So we'd think that the Future Foundation was our enemy!",7,6,0,30,30,,,
03416,Fuyuhiko,Trial 6,I-it's just a bluff...,7,6,0,31,31,,,
